start_id,hub_1512,hub_1513,hub_1514,hub_1515,hub_1516,hub_1517,hub_1518,hub_1519,hub_1521,hub_1522,hub_1523,hub_1524,hub_1527,hub_1528,hub_1529,hub_1535,hub_1536,hub_1537,hub_1538,hub_1539,hub_1540,hub_1541,hub_1542,hub_1543,hub_1544,hub_1545,hub_1546,hub_1547,hub_1548,hub_1549,hub_1550,hub_1551,hub_1552,hub_1554,hub_1555,hub_1556,hub_1558,hub_1559,hub_1560,hub_1561,hub_1562,hub_1563,hub_1564,hub_1566,hub_1567,hub_1568,hub_1569,hub_1570,hub_1571,hub_1572,hub_1574,hub_1575,hub_1576,hub_1577,hub_1578,hub_1579,hub_1580,hub_1581,hub_1582,hub_1583,hub_1584,hub_1585,hub_1586,hub_1588,hub_1589,hub_1590,hub_1591,hub_1592,hub_1593,hub_1594,hub_1595,hub_1596,hub_1597,hub_1598,hub_1599,hub_1600,hub_1601,hub_1602,hub_1603,hub_1604,hub_1605,hub_1606,hub_1607,hub_1608,hub_1609,hub_1610,hub_1611,hub_1612,hub_1613,hub_1614,hub_1615,hub_1616,hub_1617,hub_1713,hub_2275,hub_2276,hub_2598,hub_2677,hub_2678,hub_2679,hub_2680,hub_2681,hub_2682,hub_2683,hub_2684,hub_2685,hub_2686,hub_2687,hub_2688,hub_2689,hub_2695,hub_2696,hub_2698,hub_2707,hub_2708,hub_2789,hub_2798,hub_2875,hub_3240
hub_1606,22,4,12,35,15,3,32,12,2,42,16,5,9,10,11,11,7,15,12,13,16,173,15,4,17,5,5,10,24,7,28,17,35,17,29,12,8,2,4,6,132,NA,2,12,11,10,31,11,14,6,32,58,29,32,200,27,10,33,22,4,4,2,14,44,42,130,39,4,10,12,17,3,4,16,108,18,29,48,21,43,36,165,27,18,5,63,54,39,14,24,28,20,13,6,6,3,NA,NA,1,2,NA,1,NA,2,NA,2,4,NA,1,1,NA,NA,10,12,NA,1,NA,NA,4
hub_1607,11,3,8,3,4,4,16,22,13,16,48,114,8,11,4,8,11,3,NA,13,NA,10,NA,NA,39,30,3,5,8,11,7,3,14,14,64,261,12,13,64,23,7,4,NA,NA,2,14,31,NA,8,4,31,45,22,17,30,10,12,26,15,8,NA,9,15,44,11,28,7,1,6,62,109,21,11,66,22,50,12,14,42,12,11,17,316,NA,10,19,22,17,5,17,29,42,45,8,10,2,1,12,6,52,9,11,7,NA,4,6,3,1,1,2,3,NA,2,9,2,7,23,NA,3
hub_1608,7,25,38,60,20,25,30,49,NA,16,2,2,22,8,10,5,7,6,3,4,5,26,2,2,16,9,4,NA,33,91,29,15,25,45,7,4,5,NA,NA,8,NA,6,2,3,NA,3,61,10,11,9,17,13,23,11,10,21,3,12,14,5,6,3,6,15,16,7,13,5,4,NA,3,NA,NA,4,5,39,13,3,7,5,5,13,5,143,10,13,76,25,25,58,125,11,NA,2,10,5,2,2,5,1,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,30,15,NA,3,NA,NA,3
hub_1609,5,52,29,80,245,4,120,2,4,6,11,2,7,42,2,9,6,2,7,8,40,290,9,NA,11,13,3,23,29,38,101,3,4,20,8,1,3,4,3,8,2,3,5,16,1,9,158,125,4,7,33,67,90,63,26,9,5,77,19,41,2,7,17,7,20,13,372,16,27,2,8,2,6,7,1,112,10,1,19,6,3,8,5,4,1561,43,21,47,8,17,60,14,5,5,1,4,3,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36,NA,40,3,6,10
hub_1610,57,16,26,59,23,22,37,84,8,103,26,12,12,43,16,25,13,1,1,6,15,36,2,2,33,35,14,17,64,34,38,27,32,35,32,48,56,5,13,17,18,14,8,25,15,52,34,24,43,10,63,101,42,27,97,22,17,20,21,57,22,4,47,112,67,36,17,11,103,12,42,15,11,31,42,54,77,13,35,36,17,46,47,15,16,257,107,62,35,26,63,56,15,20,19,9,2,4,4,4,2,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,10,10,NA,10,3,NA,2
hub_1611,44,34,37,141,17,33,119,33,10,41,12,3,32,14,8,13,9,8,7,17,21,38,5,2,35,9,3,6,60,99,78,3,23,33,31,19,3,39,4,12,4,3,7,5,5,13,101,29,59,7,40,41,56,51,43,16,24,76,21,18,10,5,39,41,4,92,16,8,11,3,18,7,6,17,15,45,21,10,23,16,12,17,13,50,9,112,244,37,65,42,116,35,7,7,17,4,11,NA,3,4,3,2,NA,NA,NA,1,3,NA,NA,1,2,NA,14,9,NA,4,2,5,5
hub_1612,23,28,30,34,42,21,40,27,1,40,21,6,15,13,14,8,18,14,23,10,23,29,7,3,42,9,4,5,26,18,37,23,25,16,23,33,12,1,11,22,6,14,21,24,19,16,46,16,11,16,42,44,48,28,36,19,21,32,125,17,17,11,41,41,16,10,16,5,7,9,19,7,10,13,17,19,27,16,73,28,19,17,14,13,13,87,28,235,19,18,111,32,5,24,7,12,2,NA,1,3,NA,NA,NA,8,NA,NA,5,NA,NA,NA,NA,NA,4,14,NA,6,2,3,NA
hub_1613,12,5,31,15,30,50,32,57,1,103,6,1,82,12,43,11,7,2,17,12,NA,10,2,NA,16,21,3,5,125,34,44,20,64,69,21,6,6,NA,1,4,4,6,4,4,2,4,48,12,3,4,9,21,14,9,10,28,2,8,5,8,3,NA,5,44,34,5,8,1,NA,1,9,4,5,6,5,27,43,3,5,9,3,25,8,21,9,78,68,52,190,20,61,7,8,3,23,7,NA,5,NA,1,NA,NA,1,4,NA,NA,3,NA,NA,NA,NA,NA,12,5,NA,2,NA,2,2
hub_1614,16,20,13,53,22,22,108,47,NA,19,10,NA,28,4,3,17,50,4,14,2,6,81,NA,NA,114,8,8,1,39,29,39,13,85,65,19,3,1,2,NA,9,11,6,3,2,NA,7,60,27,13,8,106,11,16,49,21,308,11,42,45,8,9,3,5,32,5,35,9,12,15,5,13,3,NA,4,13,43,32,4,7,17,40,29,6,38,23,28,36,37,21,197,78,8,NA,8,8,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,13,9,NA,7,NA,NA,1
hub_1615,64,44,131,138,78,32,126,67,NA,29,6,6,43,38,13,29,30,20,26,19,10,253,6,6,195,18,8,8,142,142,164,15,50,135,22,23,30,2,3,20,4,19,18,21,15,30,241,89,42,24,126,43,92,73,38,83,30,71,75,15,16,11,30,53,21,32,50,4,23,11,25,3,NA,15,44,89,45,15,28,16,8,18,8,83,35,70,76,91,44,78,530,25,6,24,8,3,1,NA,2,8,2,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,28,26,NA,22,7,7,4
hub_1616,23,4,7,10,13,NA,6,2,1,11,13,7,2,104,53,32,6,18,5,13,9,20,17,5,16,60,17,11,9,8,10,2,6,11,5,14,38,4,1,219,27,61,17,31,12,18,31,53,34,3,23,79,35,44,44,14,35,65,46,205,22,16,37,48,40,41,16,28,10,4,14,2,10,8,10,42,18,4,10,10,4,7,5,10,12,72,30,9,5,3,60,331,8,25,2,3,NA,1,2,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,1,4,14,NA,26,12,3,NA
hub_1617,16,NA,7,4,3,2,25,14,35,10,99,132,3,38,11,7,3,6,4,NA,NA,8,1,NA,262,40,6,4,2,6,4,NA,NA,1,28,34,5,23,35,32,27,3,NA,5,6,23,30,3,16,2,17,18,15,10,38,2,7,34,62,6,3,3,10,25,4,12,NA,NA,5,40,230,25,58,180,5,20,4,8,19,7,12,12,51,NA,4,18,10,9,11,3,14,13,230,10,4,NA,NA,21,12,14,14,7,1,14,2,4,4,3,4,3,12,3,NA,8,4,4,5,NA,2
hub_1713,70,2,4,5,6,1,11,1,NA,7,8,4,2,92,50,20,19,17,20,8,70,20,12,13,27,43,45,113,8,1,5,1,1,4,6,10,97,2,9,128,9,44,139,60,39,62,88,37,125,75,92,57,161,111,239,46,341,41,228,60,38,17,26,128,32,130,18,92,14,5,14,6,4,12,3,56,9,11,9,7,2,5,4,1,2,96,11,16,1,9,20,22,4,343,5,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,3,NA,NA,NA,7,NA,62,15,9,NA
hub_2275,2,7,13,7,1,9,1,20,NA,44,NA,2,4,3,22,1,NA,NA,1,NA,1,9,2,NA,3,4,NA,1,19,9,11,3,9,13,10,12,3,1,2,2,NA,NA,2,1,NA,6,2,NA,3,NA,1,7,3,9,43,1,2,2,2,1,9,NA,6,14,13,13,2,1,1,NA,2,32,2,4,41,4,24,5,2,3,3,9,5,8,2,52,10,9,25,5,9,8,5,4,42,9,8,1,1,NA,4,NA,4,2,NA,1,4,NA,NA,1,NA,1,3,NA,NA,4,2,NA,NA
hub_2276,2,NA,7,5,1,11,1,11,NA,2,3,2,8,2,NA,2,NA,6,3,NA,1,2,NA,NA,13,NA,2,1,12,24,4,9,2,17,3,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,2,NA,2,3,7,NA,27,6,2,NA,NA,3,4,6,28,1,3,1,NA,NA,NA,NA,NA,6,NA,8,1,NA,NA,NA,2,2,9,NA,12,4,8,41,6,3,2,1,NA,8,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,NA,2,NA
hub_2598,NA,2,NA,NA,1,1,2,1,NA,NA,3,5,NA,4,NA,3,NA,NA,NA,NA,3,NA,1,NA,1,1,NA,11,1,NA,NA,NA,NA,1,2,2,NA,NA,NA,5,NA,5,4,1,NA,1,8,2,NA,21,1,NA,NA,8,5,6,2,2,1,1,1,NA,3,5,7,1,NA,NA,NA,1,NA,NA,NA,3,NA,3,2,3,7,9,2,1,NA,1,NA,2,10,4,NA,NA,2,2,1,NA,5,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,1,NA,2
hub_2677,3,NA,NA,2,NA,NA,1,2,5,1,4,20,NA,7,8,NA,NA,NA,NA,NA,NA,1,NA,NA,2,6,NA,NA,1,6,NA,NA,NA,1,4,8,3,9,6,2,NA,NA,2,2,4,NA,1,1,4,NA,4,1,14,1,5,NA,1,3,1,2,NA,2,2,4,1,4,NA,2,NA,5,11,7,NA,7,NA,6,3,3,2,6,4,3,10,2,NA,NA,NA,1,2,1,3,7,10,NA,3,NA,NA,16,4,6,16,9,3,9,3,2,6,NA,NA,NA,NA,2,4,6,3,NA,1,NA,NA
hub_2678,3,NA,1,NA,NA,NA,2,9,2,1,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,NA,NA,1,NA,NA,NA,4,2,7,9,3,4,2,4,1,NA,NA,NA,1,1,2,NA,4,NA,1,4,3,3,NA,NA,NA,1,NA,NA,NA,1,NA,8,NA,1,NA,NA,NA,10,25,NA,2,10,NA,1,1,1,1,2,1,1,2,NA,NA,NA,2,1,NA,NA,3,5,14,1,3,NA,NA,5,12,2,8,1,5,4,1,3,3,2,NA,2,2,5,3,3,NA,11,NA,NA,NA
hub_2679,NA,NA,NA,1,NA,2,NA,1,2,4,NA,17,NA,8,1,NA,NA,NA,NA,NA,NA,3,1,NA,5,4,1,NA,2,3,NA,NA,1,4,8,2,NA,2,6,5,2,1,NA,NA,4,1,NA,NA,4,NA,NA,3,2,1,3,NA,2,6,NA,3,NA,NA,3,7,2,3,2,NA,2,6,27,6,4,24,1,3,7,6,2,NA,4,NA,38,2,1,4,4,2,NA,1,3,3,19,NA,NA,NA,1,11,5,21,9,3,17,9,3,3,6,13,1,1,1,7,NA,3,1,6,NA,NA,1
